Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Aerobic Respiration (GO:0009060),0.31538346118439137,1.10650885192014,0.36629526462395545,0.7389459378846213,1.0,10/31,24.03%,UQCRB;UQCRH;NDUFS5;NDUFB2;NDUFS8;NDUFAB1;NDUFB8;MDH2;NDUFB7;NDUFA6
prerank,Positive Regulation Of Multicellular Organismal Process (GO:0051240),0.2878602323000053,1.102546515253254,0.3594405594405594,0.7420335209527587,1.0,9/43,12.47%,GJA1;GAPDH;GNAS;CFL1;CXCR4;GRB10;MDK;ENO1;ACTB
prerank,Negative Regulation Of Neuron Death (GO:1901215),0.4054814112769962,1.0973665341540249,0.3544827586206897,0.7475289820215513,1.0,3/11,11.70%,SET;MEF2C;MDK
prerank,Negative Regulation Of Amide Metabolic Process (GO:0034249),0.37179211268753587,1.0931283536714735,0.34826589595375723,0.7511845586647148,1.0,8/16,33.98%,GAPDH;YBX1;SERBP1;NCL;ROCK1;LARP1;PAIP2;APEX1
prerank,Positive Regulation Of Myoblast Differentiation (GO:0045663),0.3984345531774486,1.093112233063416,0.35437589670014347,0.745438308610864,1.0,2/11,6.13%,SOX4;MEF2C
prerank,Actomyosin Structure Organization (GO:0031032),0.40811005170912573,1.0868220532893964,0.36283185840707965,0.7535273673025958,1.0,4/10,19.01%,MYL9;PDLIM1;WDR1;MYH9
prerank,Positive Regulation Of Protein Kinase Activity (GO:0045860),0.36400820723706034,1.0841065758395403,0.3713490959666203,0.7536119743924656,1.0,7/15,28.34%,INSR;RALB;CALM1;EFNA1;IQGAP1;CALM3;RAP1A
prerank,Regulation Of RNA Splicing (GO:0043484),0.38375790541017984,1.080682705615719,0.35511363636363635,0.755539611859658,1.0,3/12,10.38%,HNRNPA1;PRDX6;AHNAK
prerank,ERAD Pathway (GO:0036503),0.41404048212439426,1.0801593855152787,0.37083333333333335,0.7509978066362548,1.0,6/10,35.38%,CANX;UBE2J1;HSP90B1;SEC61B;RNF5;UBXN6
prerank,Positive Regulation Of Cell Adhesion (GO:0045785),0.3916594006775139,1.0796092493398886,0.38269794721407624,0.7466920104073318,1.0,8/12,39.14%,MDK;LIMS1;MAGI1;LAMC1;C1QBP;RSU1;PPP3CA;PRKD2
prerank,Regulation Of Cell Adhesion (GO:0030155),0.31647314455813774,1.0748310762715774,0.38741258741258744,0.7514799996597017,1.0,16/24,41.85%,CXCR4;ITGB1BP1;MDK;NUAK1;LAMC1;PODXL;C1QBP;EFNA1;PPP1CB;PPP2R1A;RSU1;ROCK1;PPP3CA;PLXND1;PRKD2;ADAM10
prerank,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),0.40725001007785333,1.073935588484544,0.40058479532163743,0.7480892330533692,1.0,8/10,47.42%,MDK;WWTR1;SPRY1;RGCC;EFNA1;TGFB1I1;TGFB1;DAB2
